house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"1 BHK Flat for Rent in Kharadi, Pune",Kharadi,Pune,600.0,1,1,0,Unfurnished,23.0,14000.0
"3 BHK Flat for Rent in Kolte Patil IVY Apartment, Wagholi, Pune",Wagholi,Pune,1300.0,3,3,3,Semi-Furnished,25.0,33000.0
"1 BHK Flat for Rent in Bhosale Garden, Hadapsar, Pune",Hadapsar,Pune,550.0,1,1,0,Semi-Furnished,28.0,15500.0
4 BHK Villa for Rent in Hoskote Bangalore,Hoskote,Bangalore,2650.0,4,4,0,Semi-Furnished,13.0,35000.0
"3 BHK Flat for Rent in Phase 5 JP Nagar, Bangalore",Phase 5 JP Nagar,Bangalore,1200.0,3,2,0,Semi-Furnished,69.0,83334.0
"2 BHK Flat for Rent in Freedom Fighters Enclave, New Delhi",Freedom Fighters Enclave,New Delhi,850.0,2,2,2,Furnished,41.0,35000.0
"2 BHK Flat for Rent in First City, Mihan, Nagpur",Mihan,Nagpur,909.0,2,2,0,Furnished,44.0,40000.0
"3 BHK Flat for Rent in Safdarjung Development Area, Hauz Khas, New Delhi",Safdarjung Development Area,New Delhi,1450.0,3,3,2,Semi-Furnished,97.0,140000.0
"1 BHK Flat for Rent in Green Fields, Andheri East, Mumbai",Andheri East,Mumbai,532.0,1,2,0,Unfurnished,62.0,33000.0
"3 BHK Flat for Rent in Lower Parel, Mumbai",Lower Parel,Mumbai,1200.0,3,3,0,Furnished,138.0,170000.0
"> 10 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,795.0,10,2,0,Semi-Furnished,23.0,18000.0
1 BHK House for Rent in Phase 8th JP Nagar Bangalore,Phase 8th JP Nagar,Bangalore,600.0,1,1,0,Semi-Furnished,23.0,14000.0
1 BHK House for Rent in Patel Nagar New Delhi,Patel Nagar,New Delhi,1100.0,1,1,0,Semi-Furnished,27.0,30000.0
1 BHK House for Rent in Hinjawadi Pune,Hinjewadi,Pune,650.0,1,1,2,Unfurnished,18.0,12000.0
1 BHK House for Rent in Jogeshwari East Mumbai,Jogeshwari East,Mumbai,350.0,1,1,0,Unfurnished,34.0,12000.0
2 BHK House for Rent in Katraj Pune,Katraj,Pune,900.0,2,2,0,Semi-Furnished,13.0,12000.0
"2 BHK Flat for Rent in Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,1195.0,2,2,0,Semi-Furnished,28.0,34000.0
"4 BHK Flat for Rent in Gulmohar Apartments, Sector 11 Dwarka, New Delhi",Sector 11 Dwarka,New Delhi,1850.0,4,4,3,Semi-Furnished,22.0,40000.0
"1 BHK Flat for Rent in RNA Regency Park, Kandivali West, Mumbai",Kandivali West,Mumbai,400.0,1,1,0,Unfurnished,80.0,32000.0
"2 BHK Flat for Rent in Seven Bungalows, Mumbai",Seven Bungalows,Mumbai,750.0,2,2,0,Unfurnished,167.0,130000.0
"4 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2359.0,4,5,0,Furnished,51.0,120000.0
"2 BHK Flat for Rent in Chattarpur, New Delhi",Chhattarpur,New Delhi,900.0,2,2,0,Semi-Furnished,18.0,16500.0
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bangalore,1175.0,3,2,2,Semi-Furnished,27.0,32000.0
"3 BHK Flat for Rent in Ashok Nagar, Bangalore",Ashok Nagar,Bangalore,2300.0,3,3,3,Semi-Furnished,87.0,200000.0
"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1100.0,3,3,3,Semi-Furnished,15.0,17000.0
"2 BHK Flat for Rent in Godrej Tranquil, Kandivali East, Mumbai",Kandivali East,Mumbai,750.0,2,2,2,Semi-Furnished,71.0,53000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1382.0,3,3,2,Semi-Furnished,72.0,100000.0
1 BHK House for Rent in Santacruz East Mumbai,Santacruz East,Mumbai,300.0,1,1,0,Unfurnished,18.0,5500.0
"1 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,550.0,1,1,0,Semi-Furnished,47.0,26000.0
3 BHK House for Rent in Defence Colony New Delhi,Defence Colony,New Delhi,1900.0,3,3,0,Furnished,84.0,160000.0
2 BHK House for Rent in Air Force Area Pune,Air Force Area,Pune,1358.0,2,2,0,Furnished,24.0,32000.0
1 BHK House for Rent in Byrathi Bangalore,Byrathi,Bangalore,700.0,1,1,0,Semi-Furnished,14.0,10000.0
"1 BHK Flat for Rent in Pitam Pura, New Delhi",Pitampura,New Delhi,80.0,1,1,0,Furnished,188.0,15000.0
"2 BHK Flat for Rent in Shalimar bagh, New Delhi",Shalimar bagh,New Delhi,720.0,2,2,0,Semi-Furnished,42.0,30000.0
"4 BHK Flat for Rent in 1A Block Koramangala, Bangalore",1A Block Koramangala,Bangalore,2100.0,4,4,3,Semi-Furnished,83.0,180000.0
"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1200.0,3,2,4,Furnished,54.0,65000.0
"2 BHK Flat for Rent in Sarova Kandivali, Samata Nagar Thakur Village, Mumbai",Samata Nagar Thakur Village,Mumbai,550.0,2,2,0,Furnished,73.0,40000.0
4 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bangalore,2200.0,4,4,0,Semi-Furnished,18.0,40000.0
"2 BHK Flat for Rent in Dhoop Chhaon CHS, Four Bungalows, Mumbai",Four Bungalows,Mumbai,800.0,2,2,3,Semi-Furnished,90.0,72000.0
"3 BHK Flat for Rent in Vasant Valley, Dindoshi, Mumbai",Dindoshi - Malad East,Mumbai,1000.0,3,3,2,Furnished,65.0,65000.0
"3 BHK Flat for Rent in Indiabulls Sky, Lower Parel, Mumbai",Lower Parel,Mumbai,2680.0,3,3,3,Unfurnished,112.0,300000.0
"2 BHK House for Rent in The Empyrean, Kotewada Nagpur",Kotewada,Nagpur,1100.0,2,2,0,Unfurnished,8.0,8458.0
"3 BHK Flat for Rent in Aavalahalli, Bangalore",Avalahalli,Bangalore,2200.0,3,5,3,Semi-Furnished,37.0,82000.0
"2 BHK Flat for Rent in Sector 19 Dwarka, New Delhi",Sector 19 Dwarka,New Delhi,750.0,2,2,0,Unfurnished,27.0,20000.0
"1 BHK Flat for Rent in Satra Harmony, Chembur, Mumbai",Chembur,Mumbai,500.0,1,1,0,Furnished,80.0,40000.0
"3 BHK Flat for Rent in Banaswadi, Bangalore",Banaswadi,Bangalore,1600.0,3,3,2,Semi-Furnished,28.0,44000.0
"2 BHK Flat for Rent in Jalahalli West, Bangalore",Jalahalli West,Bangalore,800.0,2,2,0,Furnished,30.0,24000.0
"2 BHK Flat for Rent in Sector 8 Dwarka, New Delhi",Sector 8 Dwarka,New Delhi,650.0,2,2,0,Semi-Furnished,20.0,13000.0
"3 BHK Flat for Rent in Omkar Alta Monte, Malad East, Mumbai",Malad East,Mumbai,1833.0,3,5,4,Semi-Furnished,60.0,110000.0
"1 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,360.0,1,1,0,Semi-Furnished,24.0,8500.0
"2 BHK Flat for Rent in Hinjawadi, Pune",Hinjewadi,Pune,1100.0,2,2,0,Furnished,16.0,18000.0
"2 BHK Flat for Rent in Om Vihar Phase IV, Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,490.0,2,2,0,Unfurnished,15.0,7500.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1511.0,3,3,0,Semi-Furnished,33.0,50000.0
5 BHK Villa for Rent in Sat Bari New Delhi,Sat Bari,New Delhi,4500.0,5,5,5,Furnished,221.0,1000000.0
"4 BHK Flat for Rent in Asha Deep Building, Connaught Place, New Delhi",Connaught Place,New Delhi,1800.0,4,4,3,Furnished,83.0,150000.0
"2 BHK Flat for Rent in Kukreja Complex, Govind Nagar Bhandup West, Mumbai",Govind Nagar Bhandup West,Mumbai,800.0,2,2,0,Unfurnished,69.0,55000.0
"3 BHK Flat for Rent in Defence Colony Phase 4, Wagholi, Pune",Wagholi,Pune,1600.0,3,3,3,Furnished,22.0,35000.0
"2 BHK Flat for Rent in Palanahalli Road, Bangalore",Palanahalli Road,Bangalore,900.0,2,2,2,Furnished,24.0,22000.0
"2 BHK Flat for Rent in Park Astra, Marunji, Hinjawadi, Pune",Marunji,Pune,695.0,2,2,0,Unfurnished,42.0,29000.0
"1 BHK Flat for Rent in Hill Shire, Wagholi, Pune",Wagholi,Pune,573.0,1,1,0,Unfurnished,38.0,22000.0
"3 BHK Flat for Rent in New Rajendra Nagar, New Delhi",New Rajendra Nagar,New Delhi,900.0,3,2,0,Semi-Furnished,44.0,40000.0
"3 BHK Flat for Rent in Mukherjee Nagar, New Delhi",Mukherjee Nagar,New Delhi,1200.0,3,3,0,Semi-Furnished,15.0,18000.0
"4 BHK Flat for Rent in Safdarjung Enclave, New Delhi",Safdarjung Enclave,New Delhi,2500.0,4,4,3,Semi-Furnished,100.0,250000.0
"3 BHK Flat for Rent in Stage 2 Indiranagar, Bangalore",Indira nagar Stage 2,Bangalore,1800.0,3,3,2,Unfurnished,56.0,100000.0
"1 BHK Flat for Rent in Godrej The Trees, Vikhroli East, Mumbai",Vikhroli East,Mumbai,475.0,1,1,0,Semi-Furnished,95.0,45000.0
4 BHK House for Rent in Doddakannelli Bangalore,Doddakannelli,Bangalore,2200.0,4,4,0,Furnished,36.0,80000.0
"3 BHK House for Rent in Kaggadasapura, Indira nagar Bangalore",Kaggadasapura,Bangalore,2400.0,3,3,0,Semi-Furnished,23.0,55000.0
"3 BHK Flat for Rent in Lodha Marquise, Worli, Mumbai",Worli,Mumbai,1400.0,3,4,0,Unfurnished,196.0,280000.0
"2 BHK Flat for Rent in Virar West, Mumbai",Virar West,Mumbai,964.0,2,2,3,Unfurnished,12.0,12000.0
"1 BHK Flat for Rent in Vasant Oasis, Andheri East, Mumbai",Andheri East,Mumbai,444.0,1,2,0,Unfurnished,108.0,48000.0
"2 BHK Flat for Rent in Dosti ORO 67, Kandivali West, Mumbai",Kandivali West,Mumbai,608.0,2,2,0,Unfurnished,74.0,45000.0
"3 BHK Flat for Rent in Deshbandhu Apartments, Kalkaji, New Delhi",Kalkaji,New Delhi,1500.0,3,3,2,Semi-Furnished,43.0,65000.0
1 BHK House for Rent in Bhandup West Mumbai,Bhandup West,Mumbai,200.0,1,1,0,Unfurnished,35.0,7000.0
"2 BHK Flat for Rent in Gopal Nagar, Nagpur",Gopal Nagar,Nagpur,750.0,2,2,2,Unfurnished,21.0,16000.0
"3 BHK Flat for Rent in Sant Nagar Burari, New Delhi",St Nagar Burari,New Delhi,450.0,3,2,0,Furnished,33.0,15000.0
"2 BHK Flat for Rent in Forest County, Kharadi, Pune",Kharadi,Pune,1000.0,2,2,2,Semi-Furnished,40.0,40000.0
1 BHK House for Rent in Sector 14 Rohini New Delhi,Sector 14 Rohini,New Delhi,200.0,1,1,0,Furnished,40.0,8000.0
"3 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,1800.0,3,4,3,Furnished,67.0,120000.0
1 BHK House for Rent in Neb Sarai Sainik Farm New Delhi,Neb Sarai,New Delhi,585.0,1,1,0,Furnished,29.0,17000.0
2 BHK House for Rent in Kaval Bairasandra Bangalore,Kaval Byrasandra,Bangalore,800.0,2,2,0,Semi-Furnished,25.0,20000.0
1 BHK House for Rent in Kammanahalli Bangalore,Kammanahalli,Bangalore,300.0,1,1,0,Semi-Furnished,27.0,8000.0
"3 BHK Flat for Rent in Mirchandani Palms, Rahatani Gaon, Pune",Rahatani Gaon,Pune,1500.0,3,3,3,Furnished,30.0,45000.0
2 BHK House for Rent in Besa Nagpur,Besa,Nagpur,1200.0,2,2,0,Semi-Furnished,12.0,15000.0
"2 BHK Flat for Rent in Vinayak Nagar Kattigenahalli, Bangalore",Vinayak Nagar,Bangalore,1220.0,2,2,3,Semi-Furnished,12.0,15000.0
"3 BHK Flat for Rent in Kirti Nagar, New Delhi",Kirti Nagar,New Delhi,1359.0,3,2,2,Unfurnished,22.0,30400.0
"3 BHK Flat for Rent in Yerwada Village, Pune",Yerwada Village,Pune,1300.0,3,3,0,Semi-Furnished,15.0,20000.0
2 BHK House for Rent in Sunkadakatte Bangalore,Sunkadakatte,Bangalore,600.0,2,1,0,Semi-Furnished,15.0,9000.0
5 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,5900.0,5,7,0,Semi-Furnished,89.0,530000.0
"2 BHK Flat for Rent in Mahim West, Mumbai",Mahim West,Mumbai,550.0,2,2,0,Semi-Furnished,104.0,57000.0
"3 BHK Flat for Rent in Oberoi Sky City, Magathane, Mumbai",Magathane,Mumbai,1132.0,3,3,0,Semi-Furnished,110.0,130000.0
"4 BHK Flat for Rent in Eon Waterfront, Kharadi, Pune",Kharadi,Pune,2202.0,4,5,2,Unfurnished,45.0,100000.0
"2 BHK Flat for Rent in Kanchan Ganga, Hingna, Nagpur",Hingna,Nagpur,500.0,2,1,0,Semi-Furnished,11.0,5500.0
"1 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,500.0,1,1,0,Furnished,31.0,15500.0
"3 BHK Flat for Rent in Old Rajinder Nagar, New Delhi",Old Rajendra Nagar,New Delhi,800.0,3,3,3,Unfurnished,94.0,75000.0
"2 BHK Flat for Rent in Godhani, Nagpur",Godhani,Nagpur,730.0,2,1,0,Unfurnished,7.0,5000.0
"1 BHK Flat for Rent in Kakrola, New Delhi",Kakrola,New Delhi,450.0,1,1,0,Unfurnished,13.0,6000.0
"2 BHK Flat for Rent in Lodha Eternis, Andheri East, Mumbai",Andheri East,Mumbai,1026.0,2,2,0,Furnished,82.0,84000.0
"2 BHK Flat for Rent in Paranjape Broadway, Wakad, Pune",Wakad,Pune,900.0,2,2,2,Unfurnished,36.0,32000.0
1 BHK House for Rent in Phase 2 Electronic City Bangalore,Electronic City Phase 2,Bangalore,400.0,1,1,0,Furnished,54.0,21500.0
"5 BHK Flat for Rent in Anchepalya, Bangalore",Anchepalya,Bangalore,2171.0,5,5,2,Furnished,39.0,85000.0
"1 BHK Flat for Rent in Byculla, Mumbai",Byculla,Mumbai,300.0,1,1,0,Unfurnished,83.0,25000.0
"1 BHK Flat for Rent in Ekta Nagar Kandivali West, Mumbai",Ekta Nagar Kandivali West,Mumbai,475.0,1,2,0,Furnished,79.0,37500.0
"3 BHK Flat for Rent in Triumph Towers, Chincholi Phatak, Mumbai",Chincholi Phatak,Mumbai,1127.0,3,3,0,Furnished,91.0,100000.0
"1 BHK House for Rent in Vishrantwadi, Airport Road Pune",Vishrantwadi,Pune,600.0,1,1,0,Semi-Furnished,13.0,8000.0
2 BHK House for Rent in Ayodhya Nagar Nagpur,Ayodhya Nagar,Nagpur,650.0,2,1,2,Semi-Furnished,20.0,13000.0
"2 BHK Flat for Rent in Haji Colony Jasola Vihar, New Delhi",Haji Colony,New Delhi,900.0,2,2,0,Unfurnished,13.0,12000.0
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2500.0,3,3,3,Unfurnished,18.0,45199.0
"3 BHK Flat for Rent in Shree Gajanan Vihar, Manewada, Nagpur",Manewada,Nagpur,1150.0,3,2,3,Semi-Furnished,22.0,25000.0
"2 BHK Flat for Rent in Pyramid City IV, Pipla, Nagpur",Pipla,Nagpur,980.0,2,2,2,Unfurnished,12.0,12000.0
"2 BHK Flat for Rent in Raheja Reflection Eternity, Kandivali East, Mumbai",Kandivali East,Mumbai,750.0,2,2,0,Unfurnished,91.0,68000.0
"2 BHK Flat for Rent in Magarpatta Jasminium, Magarpatta, Pune",Magarpatta City,Pune,1170.0,2,2,2,Furnished,36.0,42000.0
"1 BHK Flat for Rent in Heer Ranja Apartments, Chinchwad, Pimpri Chinchwad, Pune",Chinchwad,Pune,600.0,1,1,0,Furnished,26.0,15500.0
"1 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bangalore,400.0,1,1,0,Unfurnished,25.0,10000.0
"2 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi layout,Bangalore,850.0,2,2,0,Unfurnished,34.0,29000.0
"3 BHK Flat for Rent in Chandivali, Mumbai",Chandivali,Mumbai,1150.0,3,3,0,Furnished,87.0,100000.0
"1 BHK Flat for Rent in Lodha New Cuffe Parade, Wadala East, Mumbai",Wadala East,Mumbai,511.0,1,1,2,Furnished,157.0,80000.0
"2 BHK Flat for Rent in Aali Village, New Delhi",Aali Village,New Delhi,570.0,2,1,0,Unfurnished,14.0,7800.0
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,2072.0,3,4,0,Furnished,39.0,80000.0
"3 BHK Flat for Rent in SKYi First, Bhugaon, Bavdhan, Pune",Bhugaon,Pune,780.0,3,2,0,Semi-Furnished,17.0,13000.0
"2 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,30.0,2,2,0,Semi-Furnished,467.0,14000.0
"2 BHK Flat for Rent in 38 Park Majestique, Undri, Pune",Undri,Pune,850.0,2,2,2,Unfurnished,19.0,16000.0
"2 BHK Flat for Rent in West Sagarpur, New Delhi",Sagarpur West,New Delhi,590.0,2,2,0,Unfurnished,14.0,8000.0
"2 BHK Flat for Rent in Sunteck Maxx World, Naigaon East, Mumbai",Naigaon East,Mumbai,600.0,2,2,3,Unfurnished,25.0,15000.0
"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,528.0,1,1,0,Semi-Furnished,19.0,10000.0
"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1073.0,3,3,0,Semi-Furnished,121.0,130000.0
2 BHK House for Rent in Dabri New Delhi,Dabri,New Delhi,900.0,2,2,0,Semi-Furnished,11.0,10000.0
"2 BHK Flat for Rent in Sai Radha Complex, Bhandup West, Mumbai",Bhandup West,Mumbai,950.0,2,2,0,Semi-Furnished,42.0,40000.0
"4 BHK Flat for Rent in Jeevan Niketan, New Delhi",Jeevan Niketan,New Delhi,1800.0,4,3,0,Unfurnished,25.0,45000.0
"2 BHK Flat for Rent in Sharada Paritosh, Balewadi, Pune",Balewadi,Pune,800.0,2,2,2,Unfurnished,31.0,25000.0
"1 BHK Flat for Rent in Malad Apartment, Malad West, Mumbai",Malad West,Mumbai,400.0,1,2,0,Unfurnished,58.0,23000.0
4 BHK Villa for Rent in Seegehalli Bangalore,Seegehalli,Bangalore,2900.0,4,4,2,Semi-Furnished,34.0,100000.0
"2 BHK Flat for Rent in Giriraj Tower, Mira Road Area, Mumbai",Mira Road,Mumbai,1080.0,2,2,0,Semi-Furnished,19.0,20000.0
"3 BHK Flat for Rent in Nyati Esteban I, Undri, Pune",Undri,Pune,2025.0,3,3,2,Semi-Furnished,24.0,48000.0
2 BHK House for Rent in Suyognagar Nagpur,Suyognagar,Nagpur,450.0,2,2,0,Semi-Furnished,44.0,20000.0
"1 BHK Flat for Rent in Arkade Crown, Borivali West, Mumbai",Borivali West,Mumbai,445.0,1,1,0,Unfurnished,85.0,38000.0
"1 BHK Flat for Rent in Evershine Millenium Paradise, Thakur Village, Kandivali East, Mumbai",Thakur Village,Mumbai,535.0,1,1,0,Semi-Furnished,67.0,36000.0
4 BHK Villa for Rent in Devanahalli Bangalore,Devanahalli,Bangalore,3100.0,4,6,4,Furnished,29.0,90000.0
"1 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,297.0,1,1,0,Semi-Furnished,33.666666666666664,10000.0
"1 BHK Flat for Rent in Laxmi Vihar Nawada, New Delhi",Laxmi Vihar Nawada,New Delhi,405.0,1,1,0,Semi-Furnished,30.0,12000.0
"2 BHK Flat for Rent in Vardhaman Heights, Rahatani, Pune",Rahatni,Pune,960.0,2,2,0,Furnished,29.0,28000.0
"2 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,1200.0,2,1,0,Semi-Furnished,17.0,20000.0
"2 BHK Flat for Rent in Abul Fazal Enclave Part 1, Okhla, New Delhi",Abul Fazal Enclave Part 1,New Delhi,540.0,2,1,0,Unfurnished,28.0,15000.0
"2 BHK Flat for Rent in Venkatesh Graffiti, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,783.0,2,2,2,Semi-Furnished,36.0,28000.0
1 BHK House for Rent in Spice Garden Layout Bangalore,Spice Garden Layout,Bangalore,800.0,1,2,0,Semi-Furnished,21.0,16500.0
"2 BHK Flat for Rent in Dakshini Pitampura, New Delhi",Dakshini Pitampura,New Delhi,900.0,2,2,2,Semi-Furnished,32.0,28500.0
"2 BHK Flat for Rent in Chandak Cornerstone, Worli, Mumbai",Worli,Mumbai,609.0,2,2,0,Semi-Furnished,148.0,90000.0
2 BHK House for Rent in Block 6th Koramangala Bangalore,Block 6th Koramangala,Bangalore,1000.0,2,2,0,Semi-Furnished,32.0,32000.0
4 BHK House for Rent in Ex Servicemen Colony RT Nagar Bangalore,Ex Service Men Colony,Bangalore,3700.0,4,4,4,Unfurnished,11.0,39000.0
"1 BHK Flat for Rent in Yashwin Anand, Sus, Pune",Sus,Pune,510.0,1,1,2,Semi-Furnished,39.0,20000.0
"3 BHK Flat for Rent in Hill Shire, Wagholi, Pune",Wagholi,Pune,1260.0,3,3,0,Unfurnished,19.0,24000.0
"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bangalore,1545.0,3,3,2,Semi-Furnished,55.0,85000.0
"2 BHK Flat for Rent in Pimpri, Pune",Pimpri,Pune,750.0,2,1,2,Unfurnished,27.0,20000.0
4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,4035.0,4,5,10,Unfurnished,99.0,400000.0
"2 BHK Flat for Rent in Matunga West, Mumbai",Matunga West,Mumbai,750.0,2,2,0,Unfurnished,147.0,110000.0
"2 BHK Flat for Rent in Kotla Mubarakpur, South Extension, New Delhi",Kotla Mubarakpur,New Delhi,990.0,2,2,0,Semi-Furnished,27.0,27000.0
"1 BHK Flat for Rent in Katraj Kondhwa Road, Pune",Katraj Kondhwa Road,Pune,533.0,1,1,0,Unfurnished,20.0,10500.0
4 BHK House for Rent in Shanti Niketan New Delhi,Shanti Niketan,New Delhi,9000.0,4,4,4,Semi-Furnished,105.55555555555556,950000.0
"1 BHK Flat for Rent in Karthik Nagar, Bangalore",Karthik Nagar,Bangalore,500.0,1,1,0,Furnished,50.0,25000.0
"3 BHK Flat for Rent in Oberoi Exquisite, Goregaon East, Mumbai",Goregaon East,Mumbai,996.0,3,3,2,Furnished,191.0,190000.0
"2 BHK Flat for Rent in Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,750.0,2,1,0,Semi-Furnished,20.0,15000.0
"1 BHK Flat for Rent in Dahisar West, Mumbai",Dahisar West,Mumbai,375.0,1,1,0,Unfurnished,67.0,25000.0
"3 BHK Flat for Rent in Shree Swaminarayan Enclave, Wathoda, Nagpur",Wathoda,Nagpur,1700.0,3,3,3,Unfurnished,14.0,23000.0
3 BHK House for Rent in Nagavara Bangalore,Nagavara,Bangalore,1400.0,3,2,0,Semi-Furnished,25.0,35000.0
2 BHK House for Rent in Uttam Nagar New Delhi,Uttam Nagar,New Delhi,585.0,2,1,0,Unfurnished,14.0,8000.0
1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,550.0,1,1,0,Semi-Furnished,41.0,22500.0
"3 BHK Flat for Rent in Dsk Madhuban, Andheri East, Mumbai",Andheri East,Mumbai,950.0,3,2,2,Unfurnished,89.0,85000.0
"2 BHK Flat for Rent in Platinum Life, Andheri West, Mumbai",Andheri West,Mumbai,765.0,2,2,0,Unfurnished,144.0,110000.0
2 BHK House for Rent in Abbigere Bangalore,Abbigere,Bangalore,650.0,2,1,0,Unfurnished,8.0,5000.0
"3 BHK Flat for Rent in DPS Apartment, Sector 4 Dwarka, New Delhi",Sector 4 Dwarka,New Delhi,1650.0,3,3,3,Unfurnished,24.0,40000.0
"3 BHK Flat for Rent in Durvang Residency, Somalwada, Nagpur",Somalwada,Nagpur,1200.0,3,3,2,Unfurnished,21.0,25000.0
"2 BHK Flat for Rent in JB Nagar, Mumbai",JB Nagar,Mumbai,1000.0,2,2,0,Furnished,75.0,75000.0
"1 BHK Flat for Rent in Butibori, Nagpur",Butibori,Nagpur,530.0,1,1,2,Semi-Furnished,10.0,5500.0
2 BHK Villa for Rent in Uruli Devachi Pune,Uruli Devachi,Pune,1000.0,2,2,0,Semi-Furnished,10.0,10000.0
"3 BHK Flat for Rent in Doddakannelli, Bangalore",Doddakannelli,Bangalore,1500.0,3,3,2,Unfurnished,30.0,45000.0
"4 BHK Flat for Rent in Manyata Residency, Thanisandra, Bangalore",Manyata Residency,Bangalore,3100.0,4,5,2,Semi-Furnished,37.0,110000.0
"1 BHK Flat for Rent in Kolte Patil Downtown Xenia, Kharadi, Pune",Kharadi,Pune,625.0,1,2,0,Unfurnished,45.0,28000.0
"2 BHK Flat for Rent in Dabha, Nagpur",Dabha,Nagpur,950.0,2,2,2,Furnished,15.0,14000.0
"1 BHK Flat for Rent in Jay Prakash Nagar Goregaon East, Mumbai",Jayprakash Nagar,Mumbai,375.0,1,2,0,Unfurnished,112.0,42000.0
"3 BHK Flat for Rent in Poorthi Vihar, Goregaon West, Mumbai",Goregaon West,Mumbai,1200.0,3,3,2,Unfurnished,58.0,70000.0
"2 BHK Flat for Rent in Kapas Hera, New Delhi",Kapashera,New Delhi,600.0,2,2,0,Semi-Furnished,18.0,11000.0
1 BHK House for Rent in Dattapada Mumbai,Dattapada,Mumbai,600.0,1,1,0,Unfurnished,38.0,23000.0
"2 BHK Flat for Rent in RT Nagar, Bangalore",RT Nagar,Bangalore,600.0,2,2,0,Semi-Furnished,27.0,16000.0
"1 BHK Flat for Rent in Paranjape The Groves, Hinjawadi, Pune",Hinjewadi,Pune,500.0,1,1,0,Furnished,60.0,30000.0
"2 BHK Flat for Rent in Lohegaon, Pune",Lohegaon,Pune,710.0,2,1,0,Unfurnished,17.0,12000.0
2 BHK House for Rent in Arjan Garh New Delhi,Arjan Garh,New Delhi,1350.0,2,2,0,Semi-Furnished,9.0,12000.0
"2 BHK Flat for Rent in ARV New Town, Pisoli, Pune",Pisoli,Pune,700.0,2,2,0,Unfurnished,9.0,6000.0
"2 BHK House for Rent in Akshya Nagar, Ramamurthi Nagar Bangalore",Akshya Nagar,Bangalore,1000.0,2,2,0,Furnished,19.0,18500.0
"3 BHK Flat for Rent in Skyi Manas Lake, Bhukum, Pune",Bhukum,Pune,800.0,3,3,3,Semi-Furnished,25.0,20000.0
"2 BHK Flat for Rent in Sneh Nagar, Nagpur",Sneh Nagar,Nagpur,1000.0,2,2,2,Furnished,30.0,30000.0
"4 BHK Flat for Rent in Trump Tower, Worli, Mumbai",Worli,Mumbai,1605.0,4,4,0,Semi-Furnished,237.0,380000.0
"1 BHK Flat for Rent in Shikrapur, Pune",Shikrapur,Pune,750.0,1,1,0,Semi-Furnished,9.0,7000.0
"2 BHK Flat for Rent in Joyville Hadapsar Annexe Phase 14, Hadapsar, Pune",Hadapsar,Pune,620.0,2,2,2,Semi-Furnished,39.0,24000.0
"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,750.0,2,2,0,Furnished,87.0,65000.0
"3 BHK Flat for Rent in Lodha Fiorenza, Goregaon East, Mumbai",Goregaon East,Mumbai,1080.0,3,3,2,Unfurnished,97.0,110000.0
"3 BHK Flat for Rent in Zest County, Lohegaon, Pune",Lohegaon,Pune,1100.0,3,2,2,Furnished,27.0,30000.0
